demo_resp_gen,demo_age,demo_edu,demo_caste,demo_caste_oth,demo_religion,demo_religion_oth,demo_shg,hh_id_long_anon_str,demo_hoh_gender,demo_hoh_jati,demo_hoh_jati_oth,demo_ration_ownerhsip,demo_ration_type,demo_house_area,demo_house_area_unit,demo_house_area_unit_oth,demo_land_ownership,demo_land_ownership_os,demo_roof_material,demo_wall_material,demo_floor_material,demo_room_ct,demo_kitchen,demo_bathroom,demo_fuel_source_main,demo_fuel_source_oth,demo_drink_water,demo_drink_water_source_oth,demo_male_defec,demo_fem_defec,demo_toilet_type,demo_livestock_revenue,demo_income,demo_asset_sew_machine,demo_asset_refrigerator,demo_asset_wash_machine,demo_asset_almirah,demo_asset_kerosene_stove,demo_asset_stove,demo_asset_cycle,demo_asset_rickshaw,demo_asset_scooter,demo_asset_car_jeep,demo_asset_e_rickshaw,demo_asset_landline,demo_asset_mobile,demo_asset_tv,demo_asset_cd_dvd,demo_asset_fan,demo_asset_computer,demo_asset_pressure_cook,demo_asset_cooler,demo_asset_air_condo,demo_asset_radio,demo_asset_cylinder,demo_asset_cable,demo_asset_gold,demo_asset_silver,demo_ration_ownership,demo_location,demo_fem_hoh_edu,demo_asset_furniture,demo_asset_motorcycle,demo_asset_car,demo_asset_jeep,demo_asset_tractor,demo_fuel_kerosene,demo_fuel_firewood,demo_fuel_cropres,demo_fuel_coal,demo_fuel_dung,demo_fuel_electricity,demo_fuel_dk,demo_fuel_ref,demo_fuel_oth,demo_fem_edu,demo_fem_edu_oth,state_id,state_id_str,district_id,district_id_str,psu_id,psu_id_str,sampling_frame,ppi_score_raw,ppi_quartile,state,district,consent,demo_ag_hh,demo_ag_dec_mkr,demo_agdm_avail,demo_agdm_consent,agr_sow_status,agr_no_sow,agr_land_cult,agr_land_unit,agr_land_rented,agr_land_cult_prevyr,agr_land_rent_prevyr,agr_crop_most,agr_crop_money,agr_fert_cost,agr_fert_cost_prevyr,agr_fert_cost_change,agr_fert_amt_change,agr_fert_diffs,agr_fert_diffs_shut,agr_fert_diffs_nostock,agr_fert_diffs_aadhar,agr_fert_diffs_charge,agr_fert_diffs_oth,agr_fert_diffs_none,agr_fert_diffs_ref,agr_borrow,agr_no_borrow,agr_borrow_kcc,agr_borrow_prevyr,agr_no_borrow_prevyr,agr_borrow_kcc_prevyr,agr_complete,demo_hh_size,con_lckdwn,con_wk,demo_gen_ag,demo_gen_nonag,con_limit_lckdwn,con_limit_lckdwn_reduce,con_limit_lckdwn_out,con_limit_lckdwn_hungry,con_limit_lckdwn_noeat,con_limit_lckdwn_none,con_limit_lckdwn_ref,con_limit_wk,con_limit_wk_reduce,con_limit_wk_out,con_limit_wk_hungry,con_limit_wk_noeat,con_limit_wk_none,con_limit_wk_ref,con_complete,mig_size,mig_return_size,mig_future_mig,mig_most_inc,mig_location,mig_lckdwn_work,mig_avg_wage,mig_wage_unit,mig_curr_work,mig_daily_wage,mig_wage_unit_curr,mig_complete,lab_lckdwn_occu,lab_lckdwn_wage,lab_lckdwn_freq,lab_curr_occu,lab_curr_wage,lab_curr_freq,lab_nowork,lab_nowork_none,lab_nowork_cant_find,lab_nowork_wages,lab_nowork_materials,lab_nowork_covid_choice,lab_nowork_fines,lab_nowork_sick,lab_nowork_oth,lab_nowork_ref,lab_complete,rel_bank,rel_transfer_rec,rel_check_balance,rel_transfer_amt,rel_transfer_mem,rel_withdraw_try,rel_withdraw_notry,rel_withdraw_atm,rel_withdraw_biz,rel_withdraw_shg,rel_withdraw_unable,rel_withdraw_ref,rel_no_withdraw,rel_nowithdraw_crowd,rel_nowithdraw_health,rel_nowithdraw_far,rel_nowithdraw_nocash,rel_nowithdraw_closed,rel_nowithdraw_unavail,rel_nowithdraw_fail,rel_nowithdraw_oth,rel_nowithdraw_ref,rel_mnrega,rel_mnrega_delay,rel_mnrega_avg,rel_shg_rec,rel_shg_ppe,rel_shg_san,rel_shg_info,rel_shg_food,rel_shg_meds,rel_shg_econ_loan,rel_shg_con_loan,rel_shg_grains,rel_shg_norec,rel_shg_none,rel_shg_dk,rel_shg_ref,rel_ration_card,rel_pds_rec,rel_pds_rec_wheat,rel_pds_rec_rice,rel_pds_rec_pulses,rel_pds_rec_oth,rel_pds_rec_none,rel_pds_rec_ref,rel_pds_wheat_free,rel_pds_rice_free,rel_pds_wheat_buy,rel_pds_rice_buy,rel_pds_wheat_prc,rel_pds_rice_prc,rel_nonpds_wheat_buy,rel_nonpds_rice_buy,rel_nonpds_wheat_prc,rel_nonpds_rice_prc,rel_complete,hea_fac_visit,hea_fac_type,hea_service,hea_service_oth,hea_avoid,hea_avoid_serv,hea_avoid_treat,hea_avoid_imm,hea_avoid_anc,hea_avoid_fp,hea_avoid_child_grw,hea_avoid_checkup,hea_avoid_edu,hea_avoid_ref,hea_avoid_oth,hea_symp,hea_symp_fever,hea_symp_cough,hea_symp_tired,hea_symp_breath,hea_symp_pain,hea_symp_appetite,hea_symp_throat,hea_symp_diarrhea,hea_symp_nausea,hea_symp_congest,hea_symp_smell,hea_symp_ref,hea_symp_oth,hea_prev,hea_prev_wash,hea_prev_san,hea_prev_cover,hea_prev_face,hea_prev_dist,hea_prev_crowd,hea_prev_sick,hea_prev_contact,hea_prev_touch,hea_prev_clean,hea_prev_mask,hea_prev_nospit,hea_prev_home,hea_prev_ref,hea_prev_oth,hea_complete,fully_complete
Male,30,,Don't know,,Islam,,No,20353468061767,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, Not currently owning",,"No, Not currently owning",,"Yes, currently own","Yes, currently own",,"No, Not currently owning",,,,"Yes, currently own","No, Not currently owning",,"Yes, currently own",,"Yes, currently own",,,"No, Not currently owning",,,,,,,,Yes,No,No,No,No,1,1,0,0,1,0,0,0,,Never been enrolled in any educational institution,,Jharkhand,20,353,353,69,069,,,,Jharkhand,353,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10000,2000,,Female,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,Self-employed in non-cultivation,-888,-888,Self-employed in non-cultivation,-888,-888,1,0,1,0,0,0,0,0,0,0,1,Yes,No,No,,,,,,,,,,,,,,,,,,,,None of the above,,-999,9,0,0,0,0,0,0,0,0,1,0,0,0,Yes,0,0,0,0,0,1,0,,,0,,,,0,,,,1,Yes,Govt. hospital,Health check-up,,No,,,,,,,,,,,-888,0,0,0,0,0,0,0,0,0,0,0,1,,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,1
Male,20,,General,,Islam,,No,20353468061952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jharkhand,20,353,353,69,069,,,,Jharkhand,353,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4000,3000,,Male,1,1,0,0,0,0,0,1 2,1,1,0,0,0,0,1,0,,,,,,,,,,,1,Daily wage labour in non-agriculture,250,1,Daily wage labour in non-agriculture,250,1,1,0,1,0,0,0,0,0,0,0,1,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,Tried but did not get work for any of the days,,-999,9,0,0,0,0,0,0,0,0,1,0,0,0,No,,,,,,,,,,,,,,0,,,,1,No,,,,No,,,,,,,,,,,1 2 7,1,1,0,0,0,0,1,0,0,0,0,0,,2 5 11 99,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Garam pani,1,1
Male,,,Other Backward Caste,,Islam,,,20353468065285,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, Not currently owning",,"No, Not currently owning",,"No, Not currently owning","No, Not currently owning",,"No, Not currently owning",,,,"Yes, currently own","No, Not currently owning",,"No, Not currently owning",,"No, Not currently owning",,,"No, Not currently owning",,,,,,,,Yes,No,No,No,No,0,1,1,0,0,0,0,0,,Middle (8-9 grade),,Jharkhand,20,353,353,170,170,,,,Jharkhand,353,Yes,Yes,Yes,,,I have completed sowing,,2,Bigha,0,2,0,Paddy,,4000,-999,Don't Know,Don't Know,-888,0,0,0,0,0,0,1,0,"Did not need a loan, used personal savings",,0,"Did not need a loan, used personal savings",,1,14,15000,5000,Female,Male,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Yes,Yes,,6000,2,2,0,1,0,0,0,0,,,,,,,,,,,Does not have a job card,,300,9,0,0,0,0,0,0,0,0,1,0,0,0,Yes,2,0,1,0,0,0,0,,,0,,,,0,,,,1,No,,,,No,,,,,,,,,,,-888,0,0,0,0,0,0,0,0,0,0,0,1,,-888,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,1
Male,30,,Scheduled Caste;,,Islam,,No,20353468065488,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, Not currently owning",,"Yes, currently own",,"No, Not currently owning","Yes, currently own",,"No, Not currently owning",,,,"Yes, currently own","No, Not currently owning",,"Yes, currently own",,"No, Not currently owning",,,"No, Not currently owning",,,,,,,,No,Yes,No,No,No,0,0,1,0,1,0,0,0,,Middle (8-9 grade),,Jharkhand,20,353,353,170,170,,,,Jharkhand,353,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,500,500,,Male,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,Did not work for income,,,Daily wage labour in non-agriculture,300,2,5,0,0,0,0,0,1,0,0,0,1,Yes,No,No,,,,,,,,,,,,,,,,,,,,Does not have a job card,,-999,9,0,0,0,0,0,0,0,0,1,0,0,0,No,,,,,,,,,,,,,,0,,,,1,No,,,,No,,,,,,,,,,,-888,0,0,0,0,0,0,0,0,0,0,0,1,,-888,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,1
Male,34,,Scheduled Caste;,,Hinduism,,No,20353468065601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jharkhand,20,353,353,170,170,,,,Jharkhand,353,Yes,Yes,Yes,,,I am still in the process of sowing,,4,Bigha,2,3.5,1.5,Paddy,,5000,4000,Prices of all have increased,Quantities have stayed the same,4,0,0,0,1,0,0,0,10000,,0,7000,,0,1,6,3000,900,Female,Male,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Yes,No,Don't Know,,,,,,,,,,,,,,,,,,,,Tried but did not get work for any of the days,,-999,11,0,0,0,0,0,0,0,0,0,0,1,0,Yes,2 3,0,1,1,0,0,0,,,0,,,,30,,22,,1,No,,,,No,,,,,,,,,,,-888,0,0,0,0,0,0,0,0,0,0,0,1,,6 11 13 99,0,0,0,0,0,1,0,0,0,0,1,0,1,0,Thanda saman nahi khana hai,1,1
Male,26,,Other Backward Caste,,Islam,,No,20353468065926,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, Not currently owning",,"Yes, currently own",,"Yes, currently own","Yes, currently own",,"No, Not currently owning",,,,"Yes, currently own","Yes, currently own",,"Yes, currently own",,"Yes, currently own",,,"Yes, currently own",,,,,,,,Yes,Yes,No,No,No,1,0,1,0,0,0,0,0,,Secondary (10-11 grade),,Jharkhand,20,353,353,170,170,,,,Jharkhand,353,Yes,Yes,Yes,,,I am still in the process of sowing,,12,Bigha,0,12,0,Paddy,,-999,-999,Prices have stayed the same,Quantities have stayed the same,0,0,0,0,0,0,1,0,0,"Did not need a loan, used personal savings",,0,"Did not need a loan, used personal savings",,1,8,10000,2500,Female,Male,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Yes,Yes,,500,1,3,0,0,1,0,0,0,,,,,,,,,,,None of the above,,-999,7,0,0,0,0,0,0,1,0,0,0,0,0,Yes,2 3,0,1,1,0,0,0,,,0,,,,0,,,,1,No,,,,No,,,,,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1
Female,36,,Scheduled Caste;,,Islam,,No,203534680701045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jharkhand,20,353,353,255,255,,,,Jharkhand,353,Yes,Yes,No,"yes, ag decision maker is available now",Yes,I am still in the process of sowing,,2,Bigha,2,1,1,Paddy,,2000,1000,"Prices of some have increased, prices of some have decreased or stayed the same",Quantities of all have increased,0,0,0,0,0,0,1,0,5000,,0,2000,,0,1,6,9000,-777,Male,Male,-777,0,0,0,0,0,0,-777,0,0,0,0,0,0,0,-777,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Half Complete,Half Complete,,,,,,,,,,,,,,,,,,,,,Half complete,,-777,-777,0,0,0,0,0,0,0,0,0,0,0,0,Half Complete,,,,,,,,,,,,,,-777,,,,0,Half Complete,,,,Half Complete,,,,,,,,,,,-777,0,0,0,0,0,0,0,0,0,0,0,0,,-777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
Male,80,No schooling;,Other Backward Caste,,Islam,,Yes,203534680701159,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, Not currently owning",,"No, Not currently owning",,"Yes, currently own","Yes, currently own",,"No, Not currently owning",,,,"Yes, currently own","No, Not currently owning",,"No, Not currently owning",,"No, Not currently owning",,,"No, Not currently owning",,,,,,,,No,No,No,No,No,0,1,1,1,0,0,0,0,,Never been enrolled in any educational institution,,Jharkhand,20,353,353,255,255,,,,Jharkhand,353,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3050,500,,Female,1 2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,Daily wage labour in non-agriculture,1400,7,Daily wage labour in non-agriculture,200,7,,,,,,,,,,,1,Yes,Yes,,1150,2,3,0,0,1,0,0,0,,,,,,,,,,,Did not try but has a job card,,200,9,0,0,0,0,0,0,0,0,1,0,0,0,No,,,,,,,,,,,,,,0,,,,1,No,,,,No,,,,,,,,,,,-888,0,0,0,0,0,0,0,0,0,0,0,1,,1 2 3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1
Male,56,,Other Backward Caste,,Other,Sanatan,No,20353468070414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jharkhand,20,353,353,255,255,,,,Jharkhand,353,Yes,Yes,Yes,,,I am still in the process of sowing,,5,Bigha,5,5,5,Paddy,,3000,3000,Prices have stayed the same,Quantities have stayed the same,0,0,0,0,0,0,1,0,6000,,0,10000,,0,1,3,3000,1000,Female,Male,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,,,,,,,,,,Does not have a job card,,-999,9,0,0,0,0,0,0,0,0,1,0,0,0,Yes,2,0,1,0,0,0,0,,,0,,,,0,,,,1,Yes,Govt. hospital,Medical treatment for self or household member,,Yes,1,1,0,0,0,0,0,0,0,,2 5,0,1,0,0,1,0,0,0,0,0,0,0,,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Male,25,,Scheduled Caste;,,Hinduism,,No,20353468070714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jharkhand,20,353,353,255,255,,,,Jharkhand,353,Yes,Yes,Yes,,,I am still in the process of sowing,,7,Bigha,5,7,5,Paddy,,3500,3500,Prices have stayed the same,Quantities have stayed the same,0,0,0,0,0,0,1,0,0,"Did not need a loan, used personal savings",,0,"Did not need a loan, used personal savings",,1,4,2000,500,Female,Male,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Yes,Yes,,1000,1,1,1,0,0,0,0,0,,,,,,,,,,,None of the above,,-999,4,0,0,0,1,0,0,0,0,0,0,0,0,Yes,2 3,0,1,1,0,0,0,,,0,,,,0,,,,1,No,,,,No,,,,,,,,,,,10,0,0,0,0,0,0,0,0,0,1,0,0,,1 5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,1,1
Male,28,,Scheduled Tribe,,Islam,,Yes,20353468070827,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, Not currently owning",,"No, Not currently owning",,"No, Not currently owning","Yes, currently own",,"No, Not currently owning",,,,"Yes, currently own","No, Not currently owning",,"Yes, currently own",,"No, Not currently owning",,,"No, Not currently owning",,,,,,,,Yes,Yes,No,No,No,0,1,0,0,1,0,0,0,,Primary (5-7 grade),,Jharkhand,20,353,353,255,255,,,,Jharkhand,353,Yes,Yes,Yes,,,I am still in the process of sowing,,1,Acres,1,5,1,Paddy,,3800,6000,Prices have stayed the same,Quantities have stayed the same,0,0,0,0,0,0,1,0,2000,,0,10000,,0,1,12,5000,1500,Female,Male,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Yes,Yes,,500,3,3,0,0,1,0,0,0,,,,,,,,,,,Tried but did not get work for any of the days,,200,1,1,0,0,0,0,0,0,0,0,0,0,0,Yes,2 3,0,1,1,0,0,0,,,0,,,,0,,,,1,No,,,,No,,,,,,,,,,,-888,0,0,0,0,0,0,0,0,0,0,0,1,,1 2 5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,1,1
Male,18,"Class 6 -10,",Other Backward Caste,,Hinduism,,Yes,20353468070891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jharkhand,20,353,353,255,255,,,,Jharkhand,353,Yes,Yes,Yes,,,I am still in the process of sowing,,-999,Refuse to Answer,,-999,,Paddy,,800,6000,Prices of all have increased,Quantities have stayed the same,0,0,0,0,0,0,1,0,2000,,0,0,"Did not need a loan, used personal savings",,1,5,6000,2000,Female,Male,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Yes,Yes,,2000,1,3,0,0,1,0,0,0,,,,,,,,,,,Did not try but has a job card,,200,1 2,1,1,0,0,0,0,0,0,0,0,0,0,Yes,2 3,0,1,1,0,0,0,,,0,,,,0,,,,1,No,,,,No,,,,,,,,,,,1 2,1,1,0,0,0,0,0,0,0,0,0,0,,2 5 6 11,0,1,0,0,1,1,0,0,0,0,1,0,0,0,,1,1
Male,25,,General,,Islam,,No,20353468070919,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, Not currently owning",,"No, Not currently owning",,"Yes, currently own","No, Not currently owning",,"No, Not currently owning",,,,"Yes, currently own","No, Not currently owning",,"Yes, currently own",,"Yes, currently own",,,"No, Not currently owning",,,,,,,,No,Yes,No,No,No,1,1,0,1,0,0,0,0,,Primary (5-7 grade),,Jharkhand,20,353,353,255,255,,,,Jharkhand,353,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6000,2000,,Male,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,Daily wage labour in non-agriculture,200,-777,"Daily wage labour in agriculture,",-777,5,5,0,0,0,0,0,1,0,0,0,1,Yes,Yes,,3900,1,3,0,0,1,0,0,0,,,,,,,,,,,None of the above,,300,9,0,0,0,0,0,0,0,0,1,0,0,0,Yes,2,0,1,0,0,0,0,,,0,,,,0,,,,1,No,,,,No,,,,,,,,,,,-888,0,0,0,0,0,0,0,0,0,0,0,1,,2 5 6 11,0,1,0,0,1,1,0,0,0,0,1,0,0,0,,1,1
Male,26,,Scheduled Tribe,,Islam,,No,20353468078436,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, Not currently owning",,"No, Not currently owning",,"No, Not currently owning","Yes, currently own",,"No, Not currently owning",,,,"Yes, currently own","No, Not currently owning",,"No, Not currently owning",,"No, Not currently owning",,,"No, Not currently owning",,,,,,,,No,No,No,No,No,0,0,1,0,0,0,0,0,,Secondary (10-11 grade),,Jharkhand,20,353,353,238,238,,,,Jharkhand,353,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5000,1200,,Male,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,,,,,,,,,,,1,Daily wage labour in non-agriculture,200,1,Did not work for income,,,1,0,1,0,0,0,0,0,0,0,1,No,No,,,,,,,,,,,,,,,,,,,,,Tried but did not get work for any of the days,,200,9,0,0,0,0,0,0,0,0,1,0,0,0,Yes,2 3,0,1,1,0,0,0,,,0,,,,0,,,,1,No,,,,No,,,,,,,,,,,-888,0,0,0,0,0,0,0,0,0,0,0,1,,11 13,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,1,1
Male,20,,Other Backward Caste,,Islam,,Yes,20353468078646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jharkhand,20,353,353,238,238,,,,Jharkhand,353,Yes,Yes,No,"no, you cannot talk to the ag decision maker",,I have completed sowing,,4,Bigha,0,4,0,Paddy,,10000,10000,Prices of all have increased,Quantities have stayed the same,0,0,0,0,0,0,1,0,0,"Did not need a loan, used personal savings",,0,"Did not need a loan, used personal savings",,1,11,6000,1400,Female,Male,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Yes,Yes,,1000,1,3,0,0,1,0,0,0,,,,,,,,,,,None of the above,,-999,9,0,0,0,0,0,0,0,0,1,0,0,0,Yes,2 99,0,1,0,1,0,0,,,0,,,,0,,,,1,No,,,,No,,,,,,,,,,,1 2 5,1,1,0,0,1,0,0,0,0,0,0,0,,5 11 13,0,0,0,0,1,0,0,0,0,0,1,0,1,0,,1,1
Female,33,"Class 6 -10,",Other Backward Caste,,Islam,,Yes,20353468078787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jharkhand,20,353,353,238,238,,,,Jharkhand,353,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,15000,3000,,Female,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,,,,,,,,,,,1,Did not work for income,,,Did not work for income,,,0,1,0,0,0,0,0,0,0,0,1,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,Tried and got work for all of the days,No,-999,9,0,0,0,0,0,0,0,0,1,0,0,0,Yes,2 3,0,1,1,0,0,0,,,0,,,,0,,,,1,No,,,,Yes,1,1,0,0,0,0,0,0,0,,2 5,0,1,0,0,1,0,0,0,0,0,0,0,,4 11 13,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,1,1
Male,36,,Scheduled Caste;,,Hinduism,,No,20353468078868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jharkhand,20,353,353,238,238,,,,Jharkhand,353,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-999,-999,,Female,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,1,"Daily wage labour in agriculture,",250,3,Did not work for income,,,1,0,1,0,0,0,0,0,0,0,1,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,None of the above,,194,9,0,0,0,0,0,0,0,0,1,0,0,0,No,,,,,,,,,,,,,,0,,,,1,No,,,,No,,,,,,,,,,,-888,0,0,0,0,0,0,0,0,0,0,0,1,,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Male,22,,Scheduled Tribe,,Hinduism,,No,203534680931046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jharkhand,20,353,353,129,129,,,,Jharkhand,353,Yes,Yes,Yes,,,I am still in the process of sowing,,15,Bigha,0,15,0,Paddy,,1800,2000,Prices of all have decreased,Quantities have stayed the same,0,0,0,0,0,0,1,0,0,"Did not need a loan, used personal savings",,0,"Did not need a loan, used personal savings",,1,7,9000,6000,Female,Male,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,Someone other than the respondent,Home town,7,500,Weekly,1,100,Weekly,1,,,,,,,,,,,,,,,,,,Yes,Yes,,1000,1,4,0,0,0,1,0,0,,,,,,,,,,,Tried and got work for all of the days,Yes,150,9,0,0,0,0,0,0,0,0,1,0,0,0,Yes,2 3,0,1,1,0,0,0,,,25,,25,,4,,25,,1,No,,,,Yes,1,1,0,0,0,0,0,0,0,,2 4 5,0,1,0,1,1,0,0,0,0,0,0,0,,2 3 5 8,0,1,1,0,1,0,0,1,0,0,0,0,0,0,,1,1
Male,50,,Scheduled Caste;,,Hinduism,,No,20353468093169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jharkhand,20,353,353,129,129,,,,Jharkhand,353,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8000,700,,Male,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,,Respondent,Home town,5,150,Weekly,5,150,Weekly,1,Did not work for income,,,Did not work for income,,,1,0,1,0,0,0,0,0,0,0,1,Yes,Yes,,4000,2,4,0,0,0,1,0,0,,,,,,,,,,,Tried but did not get work for any of the days,,180,9,0,0,0,0,0,0,0,0,1,0,0,0,No,,,,,,,,,,,,,,0,,,,1,Yes,Govt. hospital,Health check-up,,No,,,,,,,,,,,1 2,1,1,0,0,0,0,0,0,0,0,0,0,,1 2 3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1
Male,24,,Scheduled Caste;,,Hinduism,,Yes,20353468093311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jharkhand,20,353,353,129,129,,,,Jharkhand,353,Yes,Yes,Yes,,,I am still in the process of sowing,,-999,Refuse to Answer,,0,,Paddy,,-999,-999,Don't Know,Don't Know,0,0,0,0,0,0,1,0,-999,,,-999,,,1,5,5000,-999,Female,Male,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,,,,,,,,,,Does not have a job card,,-999,9,0,0,0,0,0,0,0,0,1,0,0,0,Yes,2 3,0,1,1,0,0,0,,,0,,,,0,,,,1,No,,,,No,,,,,,,,,,,-888,0,0,0,0,0,0,0,0,0,0,0,1,,1 2 3 4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,1,1
